Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],p_c_down,p_c_up,w_en,p_c_left,e_cd_reg[1:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,p_c_right,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,move_cnt_reg[3:0],<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,motion_timer_reg[21:0],e_state_reg[2:0],<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>_39,<const0>_40,<const0>_41,<const0>_42,<const0>_43,<const0>,random_16_1[15:0],random_16[15:0],data[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
382,382,0,424,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f7d9,f7d9,efb2
383,383,0,424,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,efb2,efb2,df65
384,384,0,424,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,df65,df65,becb
385,385,0,425,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,becb,becb,7d96
386,386,0,425,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7d96,7d96,fb2d
387,387,0,425,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fb2d,fb2d,f65b
388,388,0,425,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f65b,f65b,ecb6
389,389,0,426,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecb6,ecb6,d96d
390,390,0,426,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d96d,d96d,b2da
391,391,0,426,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b2da,b2da,65b5
392,392,0,426,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65b5,65b5,cb6a
393,393,0,427,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cb6a,cb6a,96d5
394,394,0,427,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96d5,96d5,2dab
395,395,0,427,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2dab,2dab,5b56
396,396,0,427,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5b56,5b56,b6ad
397,397,0,428,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b6ad,b6ad,6d5a
398,398,0,428,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6d5a,6d5a,dab4
399,399,0,428,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dab4,dab4,b568
400,400,0,428,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b568,b568,6ad0
401,401,0,429,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6ad0,6ad0,d5a1
402,402,0,429,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5a1,d5a1,ab43
403,403,0,429,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ab43,ab43,5686
404,404,0,429,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686,5686,ad0c
405,405,0,430,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad0c,ad0c,5a19
406,406,0,430,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5a19,5a19,b433
407,407,0,430,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b433,b433,6866
408,408,0,430,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6866,6866,d0cd
409,409,0,431,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d0cd,d0cd,a19a
410,410,0,431,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a19a,a19a,4334
411,411,0,431,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,4334,8668
412,412,0,431,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8668,8668,0cd0
413,413,0,432,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0cd0,0cd0,19a1
414,414,0,432,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19a1,19a1,3343
415,415,0,432,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343,3343,6686
416,416,0,432,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6686,6686,cd0c
417,417,0,433,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cd0c,cd0c,9a18
418,418,0,433,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9a18,9a18,3430
419,419,0,433,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,3430,6861
420,420,0,433,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861,6861,d0c3
421,421,0,434,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d0c3,d0c3,a186
422,422,0,434,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a186,a186,430c
423,423,0,434,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430c,430c,8618
424,424,0,434,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618,8618,0c30
425,425,0,435,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c480f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c30,0c30,1861
426,426,0,435,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,1861,30c3
427,427,0,435,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30c3,30c3,6186
428,428,0,435,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6186,6186,c30d
429,429,0,436,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c30d,c30d,861b
430,430,0,436,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861b,861b,0c36
431,431,0,436,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c36,0c36,186d
432,432,0,436,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186d,186d,30db
433,433,0,437,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30db,30db,61b6
434,434,0,437,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61b6,61b6,c36d
435,435,0,437,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c36d,c36d,86db
436,436,0,437,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86db,86db,0db6
437,437,0,438,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0db6,0db6,1b6d
438,438,0,438,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1b6d,1b6d,36db
439,439,0,438,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36db,36db,6db7
440,440,0,438,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6db7,6db7,db6e
441,441,0,439,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c481f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db6e,db6e,b6dc
442,442,0,439,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b6dc,b6dc,6db8
443,443,0,439,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6db8,6db8,db70
444,444,0,439,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db70,db70,b6e0
445,445,0,440,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b6e0,b6e0,6dc0
446,446,0,440,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6dc0,6dc0,db80
447,447,0,440,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db80,db80,b700
448,448,0,440,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b700,b700,6e00
449,449,0,441,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e00,6e00,dc00
450,450,0,441,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dc00,dc00,b801
451,451,0,441,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b801,b801,7003
452,452,0,441,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003,7003,e006
453,453,0,442,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e006,e006,c00c
454,454,0,442,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c00c,c00c,8019
455,455,0,442,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8019,8019,0033
456,456,0,442,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0033,0033,0066
457,457,0,443,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c482f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0066,0066,00cc
458,458,0,443,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00cc,00cc,0198
459,459,0,443,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0198,0198,0330
460,460,0,443,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0330,0330,0660
461,461,0,444,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0660,0660,0cc1
462,462,0,444,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0cc1,0cc1,1983
463,463,0,444,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,3307
464,464,0,444,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,3307,660e
465,465,0,445,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660e,660e,cc1c
466,466,0,445,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cc1c,cc1c,9838
467,467,0,445,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9838,9838,3070
468,468,0,445,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,3070,60e0
469,469,0,446,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60e0,60e0,c1c1
470,470,0,446,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1c1,c1c1,8383
471,471,0,446,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8383,8383,0707
472,472,0,446,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0707,0707,0e0f
473,473,0,447,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c483f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0e0f,0e0f,1c1f
474,474,0,447,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1c1f,1c1f,383e
475,475,0,447,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383e,383e,707c
476,476,0,447,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707c,707c,e0f8
477,477,0,448,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e0f8,e0f8,c1f0
478,478,0,448,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1f0,c1f0,83e1
479,479,0,448,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83e1,83e1,07c3
480,480,0,448,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07c3,07c3,0f87
481,481,0,449,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0f87,0f87,1f0f
482,482,0,449,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1f0f,1f0f,3e1e
